outer_loop_array_packed,middle_loop_array_packed,inner_loop_array_packed,outer_loop_tiling_factor,middle_loop_tiling_factor,inner_loop_tiling_factor,objective
True,False,False,100,2048,32,13.1078235
True,False,False,100,2048,50,11.649479
True,False,False,100,2048,64,11.426247
True,False,False,100,2048,80,10.5861895
True,False,False,100,2048,100,11.26167
True,False,False,100,2048,128,11.269452
True,False,False,100,2048,256,12.5597115
True,False,False,128,4,4,10.065592
True,False,False,128,4,8,8.140114500000001
True,False,False,128,4,16,7.748229500000001
True,False,False,128,4,20,7.773391
True,False,False,128,4,32,7.381023499999999
True,False,False,128,4,50,7.698656
True,False,False,128,4,64,7.704952499999999
True,False,False,128,4,80,7.6967505
True,False,False,128,4,100,9.3578935
True,False,False,128,4,128,8.0752755
True,False,False,128,4,256,8.7835185
True,False,False,128,8,4,10.8419055
True,False,False,128,8,8,8.5939465
True,False,False,128,8,16,7.617489999999999
True,False,False,128,8,20,7.7366865
True,False,False,128,8,32,7.3982800000000015
True,False,False,128,8,50,7.644903999999999
True,False,False,128,8,64,8.321949
True,False,False,128,8,80,7.744789999999999
True,False,False,128,8,100,9.0982675
True,False,False,128,8,128,7.9761574999999985
True,False,False,128,8,256,8.6027115
True,False,False,128,16,4,11.674157999999998
True,False,False,128,16,8,9.3913385
True,False,False,128,16,16,9.4726075
True,False,False,128,16,20,8.692651999999999
True,False,False,128,16,32,8.496049000000001
True,False,False,128,16,50,6.913394
True,False,False,128,16,64,8.358912
True,False,False,128,16,80,7.224680499999999
True,False,False,128,16,100,9.0807555
True,False,False,128,16,128,7.7784095
True,False,False,128,16,256,8.3461645
True,False,False,128,20,4,11.0212855
True,False,False,128,20,8,8.324438
True,False,False,128,20,16,7.1466635
True,False,False,128,20,20,8.3301125
True,False,False,128,20,32,7.1209295
True,False,False,128,20,50,7.759883500000001
True,False,False,128,20,64,6.702313999999999
True,False,False,128,20,80,7.477438999999999
True,False,False,128,20,100,8.4104705
True,False,False,128,20,128,7.8650410000000015
True,False,False,128,20,256,8.656845
True,False,False,128,32,4,11.2934225
True,False,False,128,32,8,8.7349735
True,False,False,128,32,16,9.362421
True,False,False,128,32,20,8.652383
True,False,False,128,32,32,8.629914999999999
True,False,False,128,32,50,7.773135999999999
True,False,False,128,32,64,8.573091999999999
True,False,False,128,32,80,8.528010499999999
True,False,False,128,32,100,9.4929085
True,False,False,128,32,128,8.348791
True,False,False,128,32,256,8.292812
True,False,False,128,50,4,12.1697505
True,False,False,128,50,8,9.076251
True,False,False,128,50,16,7.330499499999997
True,False,False,128,50,20,7.503696499999997
True,False,False,128,50,32,7.5778485
True,False,False,128,50,50,7.205098
True,False,False,128,50,64,7.120217500000001
True,False,False,128,50,80,8.4408435
True,False,False,128,50,100,8.136598
True,False,False,128,50,128,7.707172
True,False,False,128,50,256,8.566067499999999
True,False,False,128,64,4,11.095702
True,False,False,128,64,8,8.41751
True,False,False,128,64,16,9.487189
True,False,False,128,64,20,9.190989
True,False,False,128,64,32,8.982192000000003
True,False,False,128,64,50,7.852444500000002
True,False,False,128,64,64,8.6120295
True,False,False,128,64,80,8.422312
True,False,False,128,64,100,9.4961685
True,False,False,128,64,128,8.3387175
True,False,False,128,64,256,8.4702915
True,False,False,128,80,4,11.7569345
True,False,False,128,80,8,9.22925
True,False,False,128,80,16,8.982984
True,False,False,128,80,20,7.393636499999999
True,False,False,128,80,32,8.056110499999999
True,False,False,128,80,50,7.8616695
True,False,False,128,80,64,7.896195499999997
True,False,False,128,80,80,8.2975895
True,False,False,128,80,100,9.062227
True,False,False,128,80,128,7.8861085000000015
True,False,False,128,80,256,8.4985355
True,False,False,128,100,4,12.294215
True,False,False,128,100,8,9.1677
True,False,False,128,100,16,7.910306999999999
True,False,False,128,100,20,7.656570500000001
True,False,False,128,100,32,7.420072
True,False,False,128,100,50,7.2944175000000016
True,False,False,128,100,64,7.220833499999999
True,False,False,128,100,80,8.498891
True,False,False,128,100,100,8.151173
True,False,False,128,100,128,7.906823000000001
True,False,False,128,100,256,8.826367000000003
True,False,False,128,128,4,11.254505000000002
True,False,False,128,128,8,8.829815499999997
True,False,False,128,128,16,9.802325
True,False,False,128,128,20,9.0802055
True,False,False,128,128,32,8.9261415
True,False,False,128,128,50,7.848497
True,False,False,128,128,64,8.697403000000001
True,False,False,128,128,80,8.582975999999999
True,False,False,128,128,100,9.671027
True,False,False,128,128,128,8.8444485
True,False,False,128,128,256,9.0664085
True,False,False,128,2048,4,22.7654675
True,False,False,128,2048,8,15.023525
True,False,False,128,2048,16,13.4090725
True,False,False,128,2048,20,12.627472
True,False,False,128,2048,32,12.96316
True,False,False,128,2048,50,11.577679
True,False,False,128,2048,64,10.6823825
True,False,False,128,2048,80,10.414381
True,False,False,128,2048,100,10.9688665
True,False,False,128,2048,128,10.2960415
True,False,False,128,2048,256,12.372015
False,True,True,4,4,4,15.7737515
False,True,True,4,4,8,12.8567615
False,True,True,4,4,16,7.299711999999999
False,True,True,4,4,20,6.33779
False,True,True,4,4,32,5.695293
False,True,True,4,4,50,5.611397999999999
False,True,True,4,4,64,5.8179955
False,True,True,4,4,80,5.447215999999999
False,True,True,4,4,100,5.729722
False,True,True,4,4,128,5.7378875
False,True,True,4,4,256,5.731311
False,True,True,4,8,4,11.1054915
False,True,True,4,8,8,9.083681
False,True,True,4,8,16,5.8275205
False,True,True,4,8,20,5.434516
False,True,True,4,8,32,5.173707
False,True,True,4,8,50,5.0520675000000015
False,True,True,4,8,64,5.260320999999999
False,True,True,4,8,80,5.159432499999999
False,True,True,4,8,100,5.394750999999999
False,True,True,4,8,128,4.9587010000000005
False,True,True,4,8,256,5.339532
False,True,True,4,16,4,9.29076
False,True,True,4,16,8,7.5048285
False,True,True,4,16,16,5.4116295
False,True,True,4,16,20,5.1021480000000015
False,True,True,4,16,32,5.489061
False,True,True,4,16,50,4.556177
False,True,True,4,16,64,4.934775
False,True,True,4,16,80,4.8217545
False,True,True,4,16,100,5.4994700000000005
False,True,True,4,16,128,4.9091955
False,True,True,4,16,256,5.150175000000001
False,True,True,4,20,4,9.126334
False,True,True,4,20,8,7.1676854999999975
False,True,True,4,20,16,5.107128
False,True,True,4,20,20,5.103078
False,True,True,4,20,32,4.7472265
False,True,True,4,20,50,5.107108
False,True,True,4,20,64,5.0814115
False,True,True,4,20,80,5.058252
False,True,True,4,20,100,5.2414225000000005
False,True,True,4,20,128,4.8217275
False,True,True,4,20,256,5.3332115
False,True,True,4,32,4,8.736582499999999
False,True,True,4,32,8,6.6294985
False,True,True,4,32,16,5.2257615
False,True,True,4,32,20,4.8749595
False,True,True,4,32,32,4.9304835
False,True,True,4,32,50,4.71698
False,True,True,4,32,64,4.745195000000002
False,True,True,4,32,80,4.764556499999999
False,True,True,4,32,100,4.8958915
False,True,True,4,32,128,4.6269515000000006
False,True,True,4,32,256,5.08104
False,True,True,4,50,4,8.167944
False,True,True,4,50,8,6.1742485
False,True,True,4,50,16,5.069832
False,True,True,4,50,20,4.770357499999999
False,True,True,4,50,32,4.5658460000000005
False,True,True,4,50,50,4.4739875
False,True,True,4,50,64,4.715082
False,True,True,4,50,80,4.648422999999998
False,True,True,4,50,100,5.032928
False,True,True,4,50,128,4.729175
False,True,True,4,50,256,5.325232499999999
False,True,True,4,64,4,8.038828
False,True,True,4,64,8,6.094778
False,True,True,4,64,16,5.048539
False,True,True,4,64,20,4.8850555
False,True,True,4,64,32,5.0502665
False,True,True,4,64,50,4.7501365
False,True,True,4,64,64,4.668394999999999
False,True,True,4,64,80,4.672340500000002
False,True,True,4,64,100,4.826521
False,True,True,4,64,128,4.570312
False,True,True,4,64,256,5.1684035
False,True,True,4,80,4,7.9042309999999985
False,True,True,4,80,8,6.1265635000000005
False,True,True,4,80,16,4.9370855
False,True,True,4,80,20,4.69247
False,True,True,4,80,32,4.5834545
False,True,True,4,80,50,4.4621945
False,True,True,4,80,64,4.6988435000000015
False,True,True,4,80,80,4.611553
False,True,True,4,80,100,4.986071
False,True,True,4,80,128,4.680142
False,True,True,4,80,256,5.042388
False,True,True,4,100,4,7.829431
False,True,True,4,100,8,5.9119765
False,True,True,4,100,16,5.0239235
False,True,True,4,100,20,4.835311
False,True,True,4,100,32,4.5539795000000005
False,True,True,4,100,50,4.428656
False,True,True,4,100,64,4.802537
False,True,True,4,100,80,4.655965999999999
False,True,True,4,100,100,5.011471500000002
False,True,True,4,100,128,4.6853370000000005
False,True,True,4,100,256,5.0596475000000005
False,True,True,4,128,4,8.03679
False,True,True,4,128,8,5.898175
False,True,True,4,128,16,5.0434265
False,True,True,4,128,20,4.943158
False,True,True,4,128,32,5.0599105
False,True,True,4,128,50,4.6933875
False,True,True,4,128,64,4.640416
False,True,True,4,128,80,4.6684845
False,True,True,4,128,100,4.887491000000002
False,True,True,4,128,128,4.611839499999999
False,True,True,4,128,256,5.084016999999999
False,True,True,4,2048,4,13.0109125
False,True,True,4,2048,8,10.1438225
False,True,True,4,2048,16,8.2250285
False,True,True,4,2048,20,7.033997500000001
False,True,True,4,2048,32,6.054454499999999
False,True,True,4,2048,50,6.076465
False,True,True,4,2048,64,5.2246905
False,True,True,4,2048,80,4.9878305
False,True,True,4,2048,100,5.3462355000000015
False,True,True,4,2048,128,4.9535895
False,True,True,4,2048,256,5.5660105
False,True,True,8,4,4,15.6889065
False,True,True,8,4,8,12.652514
False,True,True,8,4,16,8.082288499999999
False,True,True,8,4,20,6.518157
False,True,True,8,4,32,5.7405355
False,True,True,8,4,50,5.523175
False,True,True,8,4,64,5.74856
False,True,True,8,4,80,5.7095730000000025
False,True,True,8,4,100,5.8024135
False,True,True,8,4,128,5.477151999999999
False,True,True,8,4,256,5.772193
False,True,True,8,8,4,11.8931
False,True,True,8,8,8,8.970134999999997
False,True,True,8,8,16,6.4631365
False,True,True,8,8,20,5.765722
False,True,True,8,8,32,4.9928385
False,True,True,8,8,50,4.9396385
False,True,True,8,8,64,5.089601
False,True,True,8,8,80,5.4565305
False,True,True,8,8,100,5.2157385000000005
False,True,True,8,8,128,5.1686145
False,True,True,8,8,256,5.373668
False,True,True,8,16,4,10.2296265
False,True,True,8,16,8,7.1224915
False,True,True,8,16,16,5.2517200000000015
False,True,True,8,16,20,5.370734
False,True,True,8,16,32,4.906351
False,True,True,8,16,50,4.492846999999999
False,True,True,8,16,64,5.050487
False,True,True,8,16,80,5.152345
False,True,True,8,16,100,4.9468445
False,True,True,8,16,128,4.7916525000000005
False,True,True,8,16,256,5.383454
False,True,True,8,20,4,10.341708
False,True,True,8,20,8,7.078567
False,True,True,8,20,16,5.218532499999999
False,True,True,8,20,20,5.350376
False,True,True,8,20,32,4.8316975000000015
False,True,True,8,20,50,4.4873035
False,True,True,8,20,64,4.9169155
False,True,True,8,20,80,4.983471
False,True,True,8,20,100,5.207374
False,True,True,8,20,128,4.731447
False,True,True,8,20,256,5.432597
False,True,True,8,32,4,9.572849
False,True,True,8,32,8,6.652788
False,True,True,8,32,16,5.055650999999999
False,True,True,8,32,20,5.343172
False,True,True,8,32,32,4.5318425000000016
False,True,True,8,32,50,4.5899785
False,True,True,8,32,64,4.889544
False,True,True,8,32,80,4.9492485
False,True,True,8,32,100,4.9781725
False,True,True,8,32,128,4.6587905
False,True,True,8,32,256,5.1855805
False,True,True,8,50,4,9.1841845
False,True,True,8,50,8,6.2329050000000015
False,True,True,8,50,16,5.0479140000000005
False,True,True,8,50,20,5.5050870000000005
False,True,True,8,50,32,4.730175
False,True,True,8,50,50,4.785472499999999
False,True,True,8,50,64,4.90482
False,True,True,8,50,80,5.0210655
False,True,True,8,50,100,4.7158075
False,True,True,8,50,128,4.6375495
False,True,True,8,50,256,5.3148145
False,True,True,8,64,4,8.9772245
False,True,True,8,64,8,6.0361790000000015
False,True,True,8,64,16,5.003019999999999
False,True,True,8,64,20,5.1486315000000005
False,True,True,8,64,32,4.5559945000000015
False,True,True,8,64,50,4.59145
False,True,True,8,64,64,4.640993
False,True,True,8,64,80,4.845053999999998
False,True,True,8,64,100,4.8655025
False,True,True,8,64,128,4.6242315000000005
False,True,True,8,64,256,5.0947095
False,True,True,8,80,4,9.949069
False,True,True,8,80,8,5.9810355
False,True,True,8,80,16,4.933694999999998
False,True,True,8,80,20,5.1245235000000005
False,True,True,8,80,32,4.47653
False,True,True,8,80,50,4.8013515
False,True,True,8,80,64,4.762398
False,True,True,8,80,80,5.0514325
False,True,True,8,80,100,4.8327995
False,True,True,8,80,128,4.7008505
False,True,True,8,80,256,5.355646
False,True,True,8,100,4,9.4962135
False,True,True,8,100,8,5.9018365
False,True,True,8,100,16,4.811774
False,True,True,8,100,20,5.520027
False,True,True,8,100,32,4.6185705000000015
False,True,True,8,100,50,4.8021735
False,True,True,8,100,64,4.8380675
False,True,True,8,100,80,5.0435620000000005
False,True,True,8,100,100,4.7786115
False,True,True,8,100,128,4.7038735
False,True,True,8,100,256,5.1965745000000005
False,True,True,8,128,4,8.4370575
False,True,True,8,128,8,5.840123
False,True,True,8,128,16,4.927673
False,True,True,8,128,20,5.2023875
False,True,True,8,128,32,4.4328845
False,True,True,8,128,50,4.5119165
False,True,True,8,128,64,4.811961
False,True,True,8,128,80,4.8481255
False,True,True,8,128,100,4.7958535000000015
False,True,True,8,128,128,4.588605
False,True,True,8,128,256,5.097836
False,True,True,8,2048,4,19.0593265
False,True,True,8,2048,8,10.482168
False,True,True,8,2048,16,8.102969
False,True,True,8,2048,20,8.852719500000003
False,True,True,8,2048,32,5.586568
False,True,True,8,2048,50,5.735714
False,True,True,8,2048,64,5.267170999999999
False,True,True,8,2048,80,5.129351
False,True,True,8,2048,100,5.05987
False,True,True,8,2048,128,4.7795285000000005
False,True,True,8,2048,256,5.7589275
False,True,True,16,4,4,15.1013245
False,True,True,16,4,8,13.3335345
False,True,True,16,4,16,8.452311
False,True,True,16,4,20,6.401452
False,True,True,16,4,32,5.8011589999999975
False,True,True,16,4,50,5.446704
False,True,True,16,4,64,5.350626999999999
False,True,True,16,4,80,5.548529
False,True,True,16,4,100,5.7722085
False,True,True,16,4,128,5.4032870000000015
False,True,True,16,4,256,5.849597
False,True,True,16,8,4,11.851004
False,True,True,16,8,8,9.397646
False,True,True,16,8,16,7.141885
False,True,True,16,8,20,5.7901375
False,True,True,16,8,32,5.300434
False,True,True,16,8,50,4.7000755000000005
False,True,True,16,8,64,4.910985999999999
False,True,True,16,8,80,4.9767985
False,True,True,16,8,100,5.1720605000000015
False,True,True,16,8,128,4.9973795
False,True,True,16,8,256,5.250081
False,True,True,16,16,4,10.475556
False,True,True,16,16,8,8.151305
False,True,True,16,16,16,6.267831
False,True,True,16,16,20,5.20787
False,True,True,16,16,32,5.1542365
False,True,True,16,16,50,4.6946125
False,True,True,16,16,64,4.848178
False,True,True,16,16,80,4.921754
False,True,True,16,16,100,4.9627550000000005
False,True,True,16,16,128,5.0186595
False,True,True,16,16,256,5.2149725
False,True,True,16,20,4,9.9736725
False,True,True,16,20,8,7.881128499999999
False,True,True,16,20,16,5.4185895
False,True,True,16,20,20,5.590486
False,True,True,16,20,32,4.637510499999999
False,True,True,16,20,50,4.7548330000000005
False,True,True,16,20,64,4.5403255
False,True,True,16,20,80,4.8918800000000005
False,True,True,16,20,100,5.1873345
False,True,True,16,20,128,4.803297499999998
False,True,True,16,20,256,5.238487
False,True,True,16,32,4,9.2177395
False,True,True,16,32,8,7.138323
False,True,True,16,32,16,5.4589575
False,True,True,16,32,20,5.119896000000002
False,True,True,16,32,32,4.614454
False,True,True,16,32,50,4.5040185
False,True,True,16,32,64,4.489654499999999
False,True,True,16,32,80,4.689722
False,True,True,16,32,100,4.934051999999999
False,True,True,16,32,128,4.6596530000000005
False,True,True,16,32,256,5.195156
False,True,True,16,50,4,9.2594365
False,True,True,16,50,8,7.318775
False,True,True,16,50,16,5.6389055
False,True,True,16,50,20,5.0340135
False,True,True,16,50,32,5.094913
False,True,True,16,50,50,4.5079765
False,True,True,16,50,64,5.2955765
False,True,True,16,50,80,4.803230999999999
False,True,True,16,50,100,4.926463
False,True,True,16,50,128,4.8586725
False,True,True,16,50,256,5.020254
False,True,True,16,64,4,8.892239
False,True,True,16,64,8,6.759783500000001
False,True,True,16,64,16,5.263448
False,True,True,16,64,20,4.9989240000000015
False,True,True,16,64,32,4.4540125
False,True,True,16,64,50,4.4434905
False,True,True,16,64,64,4.5630785000000005
False,True,True,16,64,80,4.579132
False,True,True,16,64,100,4.749798999999999
False,True,True,16,64,128,4.604096
False,True,True,16,64,256,5.1256595
False,True,True,16,80,4,8.801041
False,True,True,16,80,8,6.721555499999999
False,True,True,16,80,16,5.4787665
False,True,True,16,80,20,5.3473135
False,True,True,16,80,32,4.9339645
False,True,True,16,80,50,4.5136535
False,True,True,16,80,64,5.379824
False,True,True,16,80,80,4.918239
False,True,True,16,80,100,4.894222
False,True,True,16,80,128,4.7951760000000005
False,True,True,16,80,256,5.060645
False,True,True,16,100,4,9.666622
False,True,True,16,100,8,6.9746015
False,True,True,16,100,16,5.4950360000000025
False,True,True,16,100,20,4.986021
False,True,True,16,100,32,4.934672
False,True,True,16,100,50,4.4531475
False,True,True,16,100,64,5.4303875
False,True,True,16,100,80,4.778173000000002
False,True,True,16,100,100,4.784582
False,True,True,16,100,128,4.8686110000000005
False,True,True,16,100,256,5.0752465
False,True,True,16,128,4,8.643082000000001
False,True,True,16,128,8,6.692272
False,True,True,16,128,16,5.2021975000000005
False,True,True,16,128,20,5.0222615
False,True,True,16,128,32,4.4686825
False,True,True,16,128,50,4.5448085
False,True,True,16,128,64,4.370839999999999
False,True,True,16,128,80,4.6706265
False,True,True,16,128,100,4.757408
False,True,True,16,128,128,4.565658
False,True,True,16,128,256,5.2450735
False,True,True,16,2048,4,17.057710999999998
False,True,True,16,2048,8,11.738954
False,True,True,16,2048,16,7.704389
False,True,True,16,2048,20,7.5468410000000015
False,True,True,16,2048,32,5.9948825
False,True,True,16,2048,50,5.4521180000000005
False,True,True,16,2048,64,4.9507505
False,True,True,16,2048,80,4.9468525
False,True,True,16,2048,100,4.9164115000000015
False,True,True,16,2048,128,4.669241
False,True,True,16,2048,256,5.5384984999999975
False,True,True,20,4,4,15.3325665
False,True,True,20,4,8,13.5254155
False,True,True,20,4,16,9.009218
False,True,True,20,4,20,6.9117745
False,True,True,20,4,32,5.8694440000000005
False,True,True,20,4,50,5.4638744999999975
False,True,True,20,4,64,5.416423
False,True,True,20,4,80,5.919552
False,True,True,20,4,100,5.76628
False,True,True,20,4,128,5.3753465
False,True,True,20,4,256,5.887104
False,True,True,20,8,4,11.8509305
False,True,True,20,8,8,9.7416615
False,True,True,20,8,16,7.123322999999999
False,True,True,20,8,20,5.547711
False,True,True,20,8,32,5.056818499999999
False,True,True,20,8,50,4.7951695
False,True,True,20,8,64,5.6936165
False,True,True,20,8,80,5.0213845
False,True,True,20,8,100,5.081567
False,True,True,20,8,128,5.047774499999999
False,True,True,20,8,256,5.26545
False,True,True,20,16,4,10.003903
False,True,True,20,16,8,8.711090500000001
False,True,True,20,16,16,6.2492565
False,True,True,20,16,20,5.2732965
False,True,True,20,16,32,4.6972125
False,True,True,20,16,50,4.6999580000000005
False,True,True,20,16,64,5.0093525
False,True,True,20,16,80,4.8264535
False,True,True,20,16,100,5.1994015000000005
False,True,True,20,16,128,4.9905035
False,True,True,20,16,256,5.1340385
False,True,True,20,20,4,9.6190395
False,True,True,20,20,8,7.5975104999999985
False,True,True,20,20,16,6.320925
False,True,True,20,20,20,4.960226499999999
False,True,True,20,20,32,5.055259
False,True,True,20,20,50,4.4681565
False,True,True,20,20,64,5.3814825
False,True,True,20,20,80,4.961478
False,True,True,20,20,100,5.4759975
False,True,True,20,20,128,4.912035
False,True,True,20,20,256,5.3238835
False,True,True,20,32,4,9.5636615
False,True,True,20,32,8,6.605527
False,True,True,20,32,16,5.631241999999999
False,True,True,20,32,20,5.305129
False,True,True,20,32,32,4.747148999999999
False,True,True,20,32,50,4.5452835
False,True,True,20,32,64,4.884856
False,True,True,20,32,80,4.6415815
False,True,True,20,32,100,5.2616915
False,True,True,20,32,128,4.785195
False,True,True,20,32,256,5.1391755
False,True,True,20,50,4,8.907439499999997
False,True,True,20,50,8,6.8430625
False,True,True,20,50,16,5.9033245
False,True,True,20,50,20,5.453728
False,True,True,20,50,32,4.8839355000000015
False,True,True,20,50,50,4.6917585
False,True,True,20,50,64,4.8215085
False,True,True,20,50,80,4.677923000000002
False,True,True,20,50,100,4.9605055
False,True,True,20,50,128,4.879206
False,True,True,20,50,256,5.2464835
False,True,True,20,64,4,9.3414785
False,True,True,20,64,8,6.236145499999999
False,True,True,20,64,16,5.696682
False,True,True,20,64,20,5.193338000000002
False,True,True,20,64,32,4.7087925
False,True,True,20,64,50,4.561766
False,True,True,20,64,64,4.802054999999998
False,True,True,20,64,80,4.6839245
False,True,True,20,64,100,4.9334905
False,True,True,20,64,128,4.765372
False,True,True,20,64,256,5.1806485
False,True,True,20,80,4,8.7327075
False,True,True,20,80,8,6.7155935
False,True,True,20,80,16,5.7448855000000005
False,True,True,20,80,20,4.696528000000002
False,True,True,20,80,32,4.934886499999998
False,True,True,20,80,50,4.748787
False,True,True,20,80,64,5.184780999999999
False,True,True,20,80,80,4.6965015
False,True,True,20,80,100,5.1573410000000015
False,True,True,20,80,128,4.864597
False,True,True,20,80,256,5.2561845
False,True,True,20,100,4,8.589500999999998
False,True,True,20,100,8,6.582367
False,True,True,20,100,16,5.704574
False,True,True,20,100,20,5.374585
False,True,True,20,100,32,4.825027
False,True,True,20,100,50,4.61335
False,True,True,20,100,64,4.79635
False,True,True,20,100,80,4.613006
False,True,True,20,100,100,5.0355835
False,True,True,20,100,128,5.114715
False,True,True,20,100,256,5.256715
False,True,True,20,128,4,8.982894
False,True,True,20,128,8,6.25126
False,True,True,20,128,16,5.2660075000000015
False,True,True,20,128,20,5.1687330000000005
False,True,True,20,128,32,4.808253
False,True,True,20,128,50,4.6435635
False,True,True,20,128,64,4.8105525
False,True,True,20,128,80,4.5113345
False,True,True,20,128,100,4.924039499999999
False,True,True,20,128,128,4.842215
False,True,True,20,128,256,5.190289999999999
False,True,True,20,2048,4,14.8684
False,True,True,20,2048,8,9.3688715
False,True,True,20,2048,16,7.8622415
False,True,True,20,2048,20,7.459175
False,True,True,20,2048,32,6.2118150000000005
False,True,True,20,2048,50,5.324362000000002
False,True,True,20,2048,64,4.921192
False,True,True,20,2048,80,5.171381500000002
False,True,True,20,2048,100,4.992614
False,True,True,20,2048,128,4.658683
False,True,True,20,2048,256,5.459618
False,True,True,32,4,4,15.031062
False,True,True,32,4,8,13.5734855
False,True,True,32,4,16,9.3410975
False,True,True,32,4,20,6.244505
False,True,True,32,4,32,5.8724545
False,True,True,32,4,50,5.557855
False,True,True,32,4,64,5.2993045
False,True,True,32,4,80,5.500203
False,True,True,32,4,100,5.7008220000000005
False,True,True,32,4,128,5.4344465
False,True,True,32,4,256,5.9453425000000015
False,True,True,32,8,4,11.97394
False,True,True,32,8,8,9.8361665
False,True,True,32,8,16,7.270275999999999
False,True,True,32,8,20,5.2429745
False,True,True,32,8,32,5.204092500000002
False,True,True,32,8,50,4.847754
False,True,True,32,8,64,4.8794575
False,True,True,32,8,80,5.1179605000000015
False,True,True,32,8,100,5.0185580000000005
False,True,True,32,8,128,5.0141565
False,True,True,32,8,256,5.427982
False,True,True,32,16,4,10.3487215
False,True,True,32,16,8,8.004692
False,True,True,32,16,16,6.0596475000000005
False,True,True,32,16,20,5.275666999999999
False,True,True,32,16,32,5.220515499999999
False,True,True,32,16,50,4.68607
False,True,True,32,16,64,4.8449855
False,True,True,32,16,80,5.0849635000000015
False,True,True,32,16,100,5.0617005000000015
False,True,True,32,16,128,5.0961465
False,True,True,32,16,256,5.293239499999999
False,True,True,32,20,4,10.9957205
False,True,True,32,20,8,8.0552765
False,True,True,32,20,16,6.2206925
False,True,True,32,20,20,5.229150499999999
False,True,True,32,20,32,4.6863355
False,True,True,32,20,50,4.4347400000000015
False,True,True,32,20,64,4.558308
False,True,True,32,20,80,4.8549015
False,True,True,32,20,100,5.072203999999998
False,True,True,32,20,128,4.7092665
False,True,True,32,20,256,5.2231455
False,True,True,32,32,4,9.5305775
False,True,True,32,32,8,7.1720875
False,True,True,32,32,16,5.842327
False,True,True,32,32,20,5.4511249999999976
False,True,True,32,32,32,4.7525035
False,True,True,32,32,50,4.371580000000002
False,True,True,32,32,64,4.494396999999998
False,True,True,32,32,80,4.538141
False,True,True,32,32,100,4.8063145
False,True,True,32,32,128,4.7517755
False,True,True,32,32,256,5.3158715
False,True,True,32,50,4,9.067647999999998
False,True,True,32,50,8,6.3387135
False,True,True,32,50,16,5.602499
False,True,True,32,50,20,4.982801
False,True,True,32,50,32,5.0005805
False,True,True,32,50,50,4.409284
False,True,True,32,50,64,5.2774705
False,True,True,32,50,80,4.9275965
False,True,True,32,50,100,4.9183075
False,True,True,32,50,128,4.9913940000000006
False,True,True,32,50,256,5.1640035000000015
False,True,True,32,64,4,9.2032105
False,True,True,32,64,8,6.5612165000000005
False,True,True,32,64,16,5.4625965
False,True,True,32,64,20,5.235924
False,True,True,32,64,32,4.6742565
False,True,True,32,64,50,4.3558995000000005
False,True,True,32,64,64,4.4113915
False,True,True,32,64,80,4.470191000000002
False,True,True,32,64,100,4.8841945
False,True,True,32,64,128,4.6521665
False,True,True,32,64,256,5.3604980000000015
False,True,True,32,80,4,9.5201805
False,True,True,32,80,8,6.8608575
False,True,True,32,80,16,5.7895635
False,True,True,32,80,20,4.9878395
False,True,True,32,80,32,4.9270535
False,True,True,32,80,50,4.392722
False,True,True,32,80,64,5.266104
False,True,True,32,80,80,4.7233385000000006
False,True,True,32,80,100,4.859127
False,True,True,32,80,128,4.8669105
False,True,True,32,80,256,4.97337
False,True,True,32,100,4,8.70768
False,True,True,32,100,8,6.3167050000000025
False,True,True,32,100,16,5.328521
False,True,True,32,100,20,4.933687
False,True,True,32,100,32,4.89508
False,True,True,32,100,50,4.340537
False,True,True,32,100,64,5.2327585
False,True,True,32,100,80,4.7119715
False,True,True,32,100,100,5.0743870000000015
False,True,True,32,100,128,4.908481
False,True,True,32,100,256,5.0544715
False,True,True,32,128,4,9.0831525
False,True,True,32,128,8,6.376684
False,True,True,32,128,16,5.3554080000000015
False,True,True,32,128,20,5.2908515000000005
False,True,True,32,128,32,4.699807
False,True,True,32,128,50,4.304977
False,True,True,32,128,64,4.4717850000000015
False,True,True,32,128,80,4.462358999999998
False,True,True,32,128,100,4.7867845
False,True,True,32,128,128,4.781774
False,True,True,32,128,256,5.278658
False,True,True,32,2048,4,14.478037
False,True,True,32,2048,8,9.979521
False,True,True,32,2048,16,7.4567025
False,True,True,32,2048,20,6.4712245
False,True,True,32,2048,32,5.6439835
False,True,True,32,2048,50,4.8156015
False,True,True,32,2048,64,4.4322680000000005
False,True,True,32,2048,80,4.7514400000000006
False,True,True,32,2048,100,5.092064
False,True,True,32,2048,128,4.761892
False,True,True,32,2048,256,5.6436445
False,True,True,50,4,4,15.043789000000002
False,True,True,50,4,8,13.494192000000002
False,True,True,50,4,16,9.362903
False,True,True,50,4,20,6.3459725
False,True,True,50,4,32,5.903758
False,True,True,50,4,50,5.7688415000000015
False,True,True,50,4,64,5.4098785000000005
False,True,True,50,4,80,5.554757
False,True,True,50,4,100,6.0176315
False,True,True,50,4,128,5.386846
False,True,True,50,4,256,5.8152125
False,True,True,50,8,4,11.5846815
False,True,True,50,8,8,9.74075
False,True,True,50,8,16,7.0892935
False,True,True,50,8,20,5.56464
False,True,True,50,8,32,5.157933
False,True,True,50,8,50,5.157271499999999
False,True,True,50,8,64,5.102487
False,True,True,50,8,80,5.21196
False,True,True,50,8,100,5.0642605000000005
False,True,True,50,8,128,5.037275
False,True,True,50,8,256,5.376842
